Time,Temperature_C,Solar_W_m2,Wind_Speed_m_s,Price_CNY_kWh,Load_kW,Wind_Gen_MW,PV_Gen_MW,REN_Gen_MW,Date,Day_Index,Day_Label,Hour,Load_MW
2023-01-02 14:00:00,8.44,1209.05,8.4,1.206,14551.42333,12.000000000000002,35.0,47.0,2023-01-02,1,1,14,14.55142333
2023-01-02 15:00:00,3.31,1064.19,4.9,0.64,14213.50667,4.222222222222223,35.0,39.22222222222222,2023-01-02,1,1,15,14.213506670000001
2023-01-02 16:00:00,5.77,857.47,5.5,0.641,12247.94667,5.555555555555555,32.319930734,37.87548628955556,2023-01-02,1,1,16,12.24794667
2023-01-02 17:00:00,5.18,600.92,1.6,0.648,9767.843333,0.0,22.699632816,22.699632816,2023-01-02,1,1,17,9.767843333
2023-01-02 18:00:00,7.31,247.56,5.4,1.196,6212.96,5.333333333333334,9.277707096,14.611040429333334,2023-01-02,1,1,18,6.21296
2023-01-02 19:00:00,6.43,0.0,4.6,1.199,8824.786667,3.5555555555555545,0.0,3.5555555555555545,2023-01-02,1,1,19,8.824786667
2023-01-02 20:00:00,3.65,0.0,2.0,1.197,11550.33333,0.0,0.0,0.0,2023-01-02,1,1,20,11.550333329999999
2023-01-02 21:00:00,4.32,0.0,6.5,0.66,9265.193333,7.777777777777778,0.0,7.777777777777778,2023-01-02,1,1,21,9.265193333
2023-01-02 22:00:00,-0.28,0.0,2.1,0.648,9009.083333,0.0,0.0,0.0,2023-01-02,1,1,22,9.009083333000001
2023-01-02 23:00:00,3.11,0.0,8.0,0.305,8255.123333,11.11111111111111,0.0,11.11111111111111,2023-01-02,1,1,23,8.255123333
2023-01-03 00:00:00,-4.84,0.0,5.7,0.302,10109.24667,6.000000000000001,0.0,6.000000000000001,2023-01-03,2,1,0,10.109246670000001
2023-01-03 01:00:00,-2.62,0.0,5.1,0.302,8979.493333,4.666666666666666,0.0,4.666666666666666,2023-01-03,2,1,1,8.979493333
2023-01-03 02:00:00,-1.28,0.0,7.1,0.308,8716.236667,9.11111111111111,0.0,9.11111111111111,2023-01-03,2,1,2,8.716236666999999
2023-01-03 03:00:00,-6.62,0.0,4.4,0.294,12922.54,3.1111111111111116,0.0,3.1111111111111116,2023-01-03,2,1,3,12.922540000000001
2023-01-03 04:00:00,-0.29,0.0,9.9,0.294,12006.15,15.333333333333334,0.0,15.333333333333334,2023-01-03,2,1,4,12.00615
2023-01-03 05:00:00,-3.67,0.0,2.6,0.309,12178.68667,0.0,0.0,0.0,2023-01-03,2,1,5,12.17868667
2023-01-03 06:00:00,1.33,0.0,1.6,0.293,8541.523333,0.0,0.0,0.0,2023-01-03,2,1,6,8.541523332999999
2023-01-03 07:00:00,1.64,247.34,7.3,0.652,7883.863333,9.555555555555555,9.465800736,19.021356291555556,2023-01-03,2,1,7,7.883863333
2023-01-03 08:00:00,2.93,600.39,6.0,0.655,7905.113333,6.666666666666666,22.868735021999996,29.53540168866666,2023-01-03,2,1,8,7.905113333
2023-01-03 09:00:00,1.72,856.71,3.4,0.659,10825.10333,0.8888888888888886,32.77703923200001,33.66592812088889,2023-01-03,2,1,9,10.82510333
2023-01-03 10:00:00,3.39,850.59,3.1,1.203,12817.89,0.2222222222222224,32.34402498600001,32.56624720822223,2023-01-03,2,1,10,12.81789
2023-01-03 11:00:00,2.62,241.6,6.3,1.202,17530.79,7.333333333333333,9.21298112,16.546314453333334,2023-01-03,2,1,11,17.53079
2023-01-03 12:00:00,3.42,1282.52,4.3,1.196,19169.06333,2.8888888888888884,35.0,37.888888888888886,2023-01-03,2,1,12,19.16906333
2023-01-03 13:00:00,6.16,1282.52,3.7,1.205,17687.35667,1.5555555555555558,35.0,36.55555555555556,2023-01-03,2,1,13,17.68735667
2023-01-03 14:00:00,7.44,966.38,4.6,1.197,14852.41667,3.5555555555555545,35.0,38.55555555555556,2023-01-03,2,1,14,14.85241667
2023-01-03 15:00:00,11.48,850.59,1.9,0.642,13115.00667,0.0,31.380646752,31.380646752,2023-01-03,2,1,15,13.115006670000001
2023-01-03 16:00:00,4.68,685.37,7.7,0.657,12281.61333,10.444444444444445,25.937690576,36.382135020444444,2023-01-03,2,1,16,12.28161333
2023-01-03 17:00:00,5.03,600.39,6.4,0.659,9307.393333,7.555555555555556,22.692220361999997,30.247775917555554,2023-01-03,2,1,17,9.307393333
2023-01-03 18:00:00,4.32,309.18,14.5,1.206,7806.866667,16.153846153846153,11.716437936,27.87028408984615,2023-01-03,2,1,18,7.806866667
2023-01-03 19:00:00,5.91,0.0,5.0,1.209,9463.166667,4.444444444444445,0.0,4.444444444444445,2023-01-03,2,1,19,9.463166667
2023-01-03 20:00:00,0.82,0.0,7.5,1.204,11508.44333,10.0,0.0,10.0,2023-01-03,2,1,20,11.50844333
2023-01-03 21:00:00,4.98,0.0,13.4,0.65,9406.25,17.846153846153847,0.0,17.846153846153847,2023-01-03,2,1,21,9.40625
2023-01-03 22:00:00,-0.51,0.0,6.7,0.659,8526.463333,8.222222222222223,0.0,8.222222222222223,2023-01-03,2,1,22,8.526463332999999
2023-01-03 23:00:00,-0.07,0.0,5.5,0.306,9208.06,5.555555555555555,0.0,5.555555555555555,2023-01-03,2,1,23,9.20806
2023-01-04 00:00:00,-2.22,0.0,1.3,0.297,9346.573333,0.0,0.0,0.0,2023-01-04,3,1,0,9.346573333
2023-01-04 01:00:00,-2.46,0.0,5.3,0.299,9800.183333,5.111111111111111,0.0,5.111111111111111,2023-01-04,3,1,1,9.800183333000001
2023-01-04 02:00:00,1.36,0.0,10.1,0.308,8117.176667,15.777777777777777,0.0,15.777777777777777,2023-01-04,3,1,2,8.117176666999999
2023-01-04 03:00:00,-3.05,0.0,3.6,0.291,12371.64,1.3333333333333335,0.0,1.3333333333333335,2023-01-04,3,1,3,12.37164
2023-01-04 04:00:00,-3.4,0.0,9.4,0.303,13087.98,14.222222222222223,0.0,14.222222222222223,2023-01-04,3,1,4,13.08798
2023-01-04 05:00:00,0.35,0.0,2.6,0.307,10862.68667,0.0,0.0,0.0,2023-01-04,3,1,5,10.862686669999999
2023-01-04 06:00:00,-0.97,0.0,9.2,0.307,8986.876667,13.777777777777775,0.0,13.777777777777775,2023-01-04,3,1,6,8.986876667
2023-01-04 07:00:00,-1.17,61.78,4.7,0.65,8414.58,3.777777777777778,2.3886495640000005,6.166427341777778,2023-01-04,3,1,7,8.414579999999999
2023-01-04 08:00:00,-0.18,599.82,2.6,0.653,9059.726667,0.0,23.108185463999998,23.108185463999998,2023-01-04,3,1,8,9.059726667000001
2023-01-04 09:00:00,2.03,855.89,2.5,0.652,10712.09,0.0,32.708521062,32.708521062,2023-01-04,3,1,9,10.71209
2023-01-04 10:00:00,2.17,1062.23,4.4,1.205,12743.53,3.1111111111111116,35.0,38.111111111111114,2023-01-04,3,1,10,12.74353
2023-01-04 11:00:00,6.52,1206.83,9.1,1.204,16318.4,13.555555555555554,35.0,48.55555555555556,2023-01-04,3,1,11,16.3184
2023-01-04 12:00:00,4.78,1281.29,4.9,1.206,18447.22667,4.222222222222223,35.0,39.22222222222222,2023-01-04,3,1,12,18.44722667
2023-01-04 13:00:00,6.14,1281.29,2.6,1.197,18007.47,0.0,35.0,35.0,2023-01-04,3,1,13,18.00747
2023-01-04 14:00:00,9.45,1206.83,9.6,1.2,14083.34,14.666666666666666,35.0,49.666666666666664,2023-01-04,3,1,14,14.08334
2023-01-04 15:00:00,7.13,1062.23,4.4,0.658,13639.05667,3.1111111111111116,35.0,38.111111111111114,2023-01-04,3,1,15,13.63905667
2023-01-04 16:00:00,4.57,855.89,0.8,0.65,12516.92667,0.0,32.404166578,32.404166578,2023-01-04,3,1,16,12.51692667
2023-01-04 17:00:00,4.63,479.86,5.9,0.652,10180.30333,6.444444444444445,18.163564748000002,24.60800919244445,2023-01-04,3,1,17,10.180303330000001
2023-01-04 18:00:00,5.05,61.78,5.1,1.207,7490.83,4.666666666666666,2.3348515400000003,7.001518206666667,2023-01-04,3,1,18,7.49083
2023-01-04 19:00:00,7.66,0.0,9.3,1.199,9423.83,14.000000000000002,0.0,14.000000000000002,2023-01-04,3,1,19,9.42383
2023-01-04 20:00:00,1.48,0.0,1.4,1.196,11744.92667,0.0,0.0,0.0,2023-01-04,3,1,20,11.74492667
2023-01-04 21:00:00,1.7,0.0,6.8,0.648,10715.45,8.444444444444445,0.0,8.444444444444445,2023-01-04,3,1,21,10.71545
2023-01-04 22:00:00,1.56,0.0,9.3,0.644,7496.843333,14.000000000000002,0.0,14.000000000000002,2023-01-04,3,1,22,7.496843333
2023-01-04 23:00:00,-1.21,0.0,7.9,0.306,9365.16,10.88888888888889,0.0,10.88888888888889,2023-01-04,3,1,23,9.36516
2023-01-05 00:00:00,2.84,0.0,4.2,0.305,7327.223333,2.666666666666667,0.0,2.666666666666667,2023-01-05,4,4,0,7.327223333
2023-01-05 01:00:00,-3.42,0.0,8.5,0.3,9333.03,12.222222222222223,0.0,12.222222222222223,2023-01-05,4,4,1,9.33303
2023-01-05 02:00:00,-3.97,0.0,8.5,0.3,10184.71,12.222222222222223,0.0,12.222222222222223,2023-01-05,4,4,2,10.184709999999999
2023-01-05 03:00:00,-2.7,0.0,4.7,0.299,11145.70667,3.777777777777778,0.0,3.777777777777778,2023-01-05,4,4,3,11.14570667
2023-01-05 04:00:00,-8.81,0.0,6.0,0.306,13931.03333,6.666666666666666,0.0,6.666666666666666,2023-01-05,4,4,4,13.93103333
2023-01-05 05:00:00,-0.81,0.0,7.5,0.3,11611.94333,10.0,0.0,10.0,2023-01-05,4,4,5,11.61194333
2023-01-05 06:00:00,-2.12,0.0,12.4,0.296,9007.293333,19.384615384615383,0.0,19.384615384615383,2023-01-05,4,4,6,9.007293333
2023-01-05 07:00:00,-0.69,308.57,7.0,0.652,8829.033333,8.88888888888889,11.909752862000001,20.79864175088889,2023-01-05,4,4,7,8.829033333
2023-01-05 08:00:00,4.24,479.37,3.8,0.652,7506.02,1.7777777777777772,18.171190968,19.94896874577778,2023-01-05,4,4,8,7.50602
2023-01-05 09:00:00,-0.26,684.02,7.8,0.644,11390.06,10.666666666666666,26.359668328,37.02633499466667,2023-01-05,4,4,9,11.39006
2023-01-05 10:00:00,2.09,848.91,2.6,1.194,12662.42,0.0,32.43464393399999,32.43464393399999,2023-01-05,4,4,10,12.662420000000001
2023-01-05 11:00:00,4.86,964.48,4.8,1.199,16701.68333,3.9999999999999996,35.0,39.0,2023-01-05,4,4,11,16.70168333
2023-01-05 12:00:00,5.5,1279.98,10.1,1.195,18134.80667,15.777777777777777,35.0,50.77777777777778,2023-01-05,4,4,12,18.134806670000003
2023-01-05 13:00:00,5.47,1279.98,4.6,1.203,17511.89,3.5555555555555545,35.0,38.55555555555556,2023-01-05,4,4,13,17.51189
2023-01-05 14:00:00,5.85,1205.6,4.9,1.203,14930.37,4.222222222222223,35.0,39.22222222222222,2023-01-05,4,4,14,14.93037
2023-01-05 15:00:00,4.93,1061.14,9.0,0.652,14324.41,13.333333333333332,35.0,48.33333333333333,2023-01-05,4,4,15,14.32441
2023-01-05 16:00:00,8.87,855.02,5.6,0.642,10752.91,5.777777777777777,31.856506163999995,37.634283941777774,2023-01-05,4,4,16,10.75291
2023-01-05 17:00:00,4.2,599.21,8.8,0.657,9537.226667,12.88888888888889,22.717249520000003,35.606138408888896,2023-01-05,4,4,17,9.537226667
2023-01-05 18:00:00,4.46,308.57,8.6,1.203,7297.816667,12.444444444444445,11.687273892,24.131718336444443,2023-01-05,4,4,18,7.297816667
2023-01-05 19:00:00,6.68,0.0,7.4,1.201,9548.1,9.777777777777779,0.0,9.777777777777779,2023-01-05,4,4,19,9.5481
2023-01-05 20:00:00,2.9,0.0,5.2,1.203,11220.46,4.888888888888889,0.0,4.888888888888889,2023-01-05,4,4,20,11.22046
2023-01-05 21:00:00,-1.68,0.0,6.7,0.649,11388.86333,8.222222222222223,0.0,8.222222222222223,2023-01-05,4,4,21,11.38886333
2023-01-05 22:00:00,-0.98,0.0,2.2,0.649,9343.923333,0.0,0.0,0.0,2023-01-05,4,4,22,9.343923333000001
2023-01-05 23:00:00,-3.17,0.0,4.0,0.293,9215.506667,2.2222222222222223,0.0,2.2222222222222223,2023-01-05,4,4,23,9.215506667
2023-01-06 00:00:00,0.51,0.0,7.1,0.298,8623.533333,9.11111111111111,0.0,9.11111111111111,2023-01-06,5,4,0,8.623533333
2023-01-06 01:00:00,-3.02,0.0,5.2,0.291,9521.373333,4.888888888888889,0.0,4.888888888888889,2023-01-06,5,4,1,9.521373333
2023-01-06 02:00:00,-7.25,0.0,2.5,0.297,11557.19667,0.0,0.0,0.0,2023-01-06,5,4,2,11.55719667
2023-01-06 03:00:00,-3.87,0.0,7.1,0.294,12262.54,9.11111111111111,0.0,9.11111111111111,2023-01-06,5,4,3,12.262540000000001
2023-01-06 04:00:00,-2.54,0.0,4.1,0.294,12420.93,2.4444444444444438,0.0,2.4444444444444438,2023-01-06,5,4,4,12.42093
2023-01-06 05:00:00,-1.84,0.0,0.9,0.298,11446.12,0.0,0.0,0.0,2023-01-06,5,4,5,11.44612
2023-01-06 06:00:00,0.23,0.0,5.0,0.303,8577.886667,4.444444444444445,0.0,4.444444444444445,2023-01-06,5,4,6,8.577886667000001
2023-01-06 07:00:00,1.07,246.59,3.8,0.647,8139.216667,1.7777777777777772,9.456775817999999,11.234553595777776,2023-01-06,5,4,7,8.139216667
2023-01-06 08:00:00,0.85,598.55,4.0,0.644,8092.5,2.2222222222222223,22.972947549999997,25.19516977222222,2023-01-06,5,4,8,8.0925
2023-01-06 09:00:00,-1.64,854.09,3.7,0.658,12022.74667,1.5555555555555558,33.078564064000005,34.63411961955556,2023-01-06,5,4,9,12.02274667
2023-01-06 10:00:00,5.78,847.99,2.2,1.201,12291.33667,0.0,31.961421492000003,31.961421492000003,2023-01-06,5,4,10,12.29133667
2023-01-06 11:00:00,-0.09,1204.28,5.4,1.196,17755.23,5.333333333333334,35.0,40.333333333333336,2023-01-06,5,4,11,17.75523
2023-01-06 12:00:00,8.85,1278.59,6.5,1.193,17530.98,7.777777777777778,35.0,42.77777777777778,2023-01-06,5,4,12,17.53098
2023-01-06 13:00:00,6.06,1022.87,6.2,1.203,17600.65,7.111111111111112,35.0,42.111111111111114,2023-01-06,5,4,13,17.60065
2023-01-06 14:00:00,6.53,1204.28,6.8,1.196,14680.33333,8.444444444444445,35.0,43.44444444444444,2023-01-06,5,4,14,14.68033333
2023-01-06 15:00:00,6.2,1059.99,11.2,0.654,13656.62667,18.22222222222222,35.0,53.22222222222222,2023-01-06,5,4,15,13.65662667
2023-01-06 16:00:00,11.05,854.09,4.4,0.646,10281.46,3.1111111111111116,31.561187770000004,34.67229888111112,2023-01-06,5,4,16,10.28146
2023-01-06 17:00:00,6.49,598.55,4.0,0.656,10039.29667,2.2222222222222223,22.500332469999996,24.722554692222218,2023-01-06,5,4,17,10.03929667
2023-01-06 18:00:00,6.79,308.23,5.4,1.193,6970.28,5.333333333333334,11.573851562,16.907184895333334,2023-01-06,5,4,18,6.97028
2023-01-06 19:00:00,6.1,0.0,10.6,1.192,9542.27,16.88888888888889,0.0,16.88888888888889,2023-01-06,5,4,19,9.54227
2023-01-06 20:00:00,2.49,0.0,3.1,1.193,11755.47333,0.2222222222222224,0.0,0.2222222222222224,2023-01-06,5,4,20,11.755473330000001
2023-01-06 21:00:00,0.31,0.0,8.7,0.641,11136.18667,12.666666666666666,0.0,12.666666666666666,2023-01-06,5,4,21,11.136186669999999
2023-01-06 22:00:00,1.04,0.0,11.0,0.644,8612.443333,17.77777777777778,0.0,17.77777777777778,2023-01-06,5,4,22,8.612443333
2023-01-06 23:00:00,1.47,0.0,7.3,0.308,8915.773333,9.555555555555555,0.0,9.555555555555555,2023-01-06,5,4,23,8.915773332999999
2023-01-07 00:00:00,-1.55,0.0,5.6,0.308,9315.31,5.777777777777777,0.0,5.777777777777777,2023-01-07,6,4,0,9.31531
2023-01-07 01:00:00,-0.78,0.0,2.1,0.296,8816.593333,0.0,0.0,0.0,2023-01-07,6,4,1,8.816593333
2023-01-07 02:00:00,-2.51,0.0,0.4,0.296,9286.436667,0.0,0.0,0.0,2023-01-07,6,4,2,9.286436667
2023-01-07 03:00:00,-4.69,0.0,3.5,0.293,12533.05667,1.1111111111111112,0.0,1.1111111111111112,2023-01-07,6,4,3,12.53305667
2023-01-07 04:00:00,0.6,0.0,0.6,0.304,11394.93,0.0,0.0,0.0,2023-01-07,6,4,4,11.39493
2023-01-07 05:00:00,-1.91,0.0,6.9,0.293,11795.74,8.666666666666668,0.0,8.666666666666668,2023-01-07,6,4,5,11.79574
2023-01-07 06:00:00,1.8,0.0,10.7,0.291,8523.993333,17.11111111111111,0.0,17.11111111111111,2023-01-07,6,4,6,8.523993333
2023-01-07 07:00:00,-2.34,307.88,3.3,0.65,9053.416667,0.6666666666666663,11.954241488,12.620908154666665,2023-01-07,6,4,7,9.053416666999999
2023-01-07 08:00:00,0.98,597.86,4.3,0.648,8059.55,2.8888888888888884,22.935583607999998,25.824472496888887,2023-01-07,6,4,8,8.05955
2023-01-07 09:00:00,0.72,682.48,4.4,0.644,11600.43,3.1111111111111116,26.206686016000003,29.317797127111113,2023-01-07,6,4,9,11.600430000000001
2023-01-07 10:00:00,2.87,1058.76,3.7,1.193,12897.22667,1.5555555555555558,35.0,36.55555555555556,2023-01-07,6,4,10,12.89722667
2023-01-07 11:00:00,4.21,1202.89,5.0,1.207,16783.76667,4.444444444444445,35.0,39.44444444444444,2023-01-07,6,4,11,16.783766670000002
2023-01-07 12:00:00,9.65,1021.69,1.3,1.195,17864.95,0.0,35.0,35.0,2023-01-07,6,4,12,17.86495
2023-01-07 13:00:00,6.85,255.42,7.9,1.207,17891.07,10.88888888888889,9.588722219999998,20.477611108888887,2023-01-07,6,4,13,17.89107
2023-01-07 14:00:00,10.36,240.58,0.4,1.205,13747.23667,0.0,8.913392768000001,8.913392768000001,2023-01-07,6,4,14,13.74723667
2023-01-07 15:00:00,7.64,1058.76,5.8,0.646,13291.08667,6.222222222222222,35.0,41.22222222222222,2023-01-07,6,4,15,13.29108667
2023-01-07 16:00:00,3.44,853.1,6.0,0.642,12507.56667,6.666666666666666,32.43349704,39.10016370666666,2023-01-07,6,4,16,12.507566670000001
2023-01-07 17:00:00,6.87,597.86,2.9,0.649,9097.176667,0.0,22.442588252,22.442588252,2023-01-07,6,4,17,9.097176667
2023-01-07 18:00:00,3.51,246.3,2.2,1.207,7704.283333,0.0,9.361518180000001,9.361518180000001,2023-01-07,6,4,18,7.704283333
2023-01-07 19:00:00,0.74,0.0,2.5,1.196,11185.81333,0.0,0.0,0.0,2023-01-07,6,4,19,11.18581333
2023-01-07 20:00:00,4.32,0.0,5.9,1.193,11612.28667,6.444444444444445,0.0,6.444444444444445,2023-01-07,6,4,20,11.61228667
2023-01-07 21:00:00,0.2,0.0,7.7,0.657,10646.18,10.444444444444445,0.0,10.444444444444445,2023-01-07,6,4,21,10.646180000000001
2023-01-07 22:00:00,1.49,0.0,7.4,0.642,8192.926667,9.777777777777779,0.0,9.777777777777779,2023-01-07,6,4,22,8.192926667
2023-01-07 23:00:00,0.45,0.0,9.3,0.292,8932.446667,14.000000000000002,0.0,14.000000000000002,2023-01-07,6,4,23,8.932446667
2023-01-08 00:00:00,-3.68,0.0,3.7,0.304,8768.093333,1.5555555555555558,0.0,1.5555555555555558,2023-01-08,7,4,0,8.768093333000001
2023-01-08 01:00:00,-1.67,0.0,11.3,0.308,9204.48,18.444444444444446,0.0,18.444444444444446,2023-01-08,7,4,1,9.20448
2023-01-08 02:00:00,-1.86,0.0,6.0,0.299,8341.32,6.666666666666666,0.0,6.666666666666666,2023-01-08,7,4,2,8.34132
2023-01-08 03:00:00,-3.79,0.0,4.9,0.306,12018.36,4.222222222222223,0.0,4.222222222222223,2023-01-08,7,4,3,12.018360000000001
2023-01-08 04:00:00,-5.67,0.0,3.3,0.296,13016.08667,0.6666666666666663,0.0,0.6666666666666663,2023-01-08,7,4,4,13.01608667
2023-01-08 05:00:00,-5.12,0.0,5.3,0.301,12334.74333,5.111111111111111,0.0,5.111111111111111,2023-01-08,7,4,5,12.334743329999998
2023-01-08 06:00:00,-0.67,0.0,5.2,0.306,8417.886667,4.888888888888889,0.0,4.888888888888889,2023-01-08,7,4,6,8.417886667000001
2023-01-08 07:00:00,-1.3,307.5,4.5,0.66,9511.876667,3.333333333333333,11.894714999999998,15.22804833333333,2023-01-08,7,4,7,9.511876667000001
2023-01-08 08:00:00,-0.25,119.43,7.3,0.644,8361.413333,9.555555555555555,4.602235050000001,14.157790605555556,2023-01-08,7,4,8,8.361413333
2023-01-08 09:00:00,5.94,681.65,3.5,0.642,10021.02,1.1111111111111112,25.676664860000002,26.787775971111113,2023-01-08,7,4,9,10.02102
2023-01-08 10:00:00,0.32,1057.46,3.8,1.206,13671.67,1.7777777777777772,35.0,36.77777777777778,2023-01-08,7,4,10,13.67167
2023-01-08 11:00:00,6.47,1201.42,2.5,1.21,16294.17,0.0,35.0,35.0,2023-01-08,7,4,11,16.29417
2023-01-08 12:00:00,7.65,1275.55,6.4,1.201,17966.87333,7.555555555555556,35.0,42.55555555555556,2023-01-08,7,4,12,17.96687333
2023-01-08 13:00:00,9.04,255.11,7.3,1.203,17127.65667,9.555555555555555,9.498867784,19.054423339555555,2023-01-08,7,4,13,17.12765667
2023-01-08 14:00:00,7.96,1201.42,7.3,1.194,13981.72,9.555555555555555,35.0,44.55555555555556,2023-01-08,7,4,14,13.98172
2023-01-08 15:00:00,4.13,1057.46,5.4,0.642,14553.64,5.333333333333334,35.0,40.333333333333336,2023-01-08,7,4,15,14.55364
2023-01-08 16:00:00,4.61,852.06,7.5,0.655,12662.96667,10.0,32.254390476000005,42.254390476000005,2023-01-08,7,4,16,12.66296667
2023-01-08 17:00:00,7.0,597.13,7.1,0.658,9658.406667,9.11111111111111,22.404317600000002,31.515428711111113,2023-01-08,7,4,17,9.658406667
